Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel,Store_ID,Store_Name,Country,Region,City,Product_ID,Product_Name,Product_Category,Product_Subcategory,Quantity,Unit_Price,Discount_Percentage,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Shipping_Method,Delivery_Days,Return_Flag,Return_Reason,Sales_Representative,Promotion_Code,Customer_Rating,Inventory_Level,Total Order Value,Inventory Status,Amount after discount,Order_Year,charged Amount %
T02016284,O0116284,C04061,Michael Young,61,Male,New Customer,22-10-2022 00:00,0.8596875,Online,LON-01,London City,United Kingdom,England,London,P008,SmartDock USB-C,Electronics,Accessories,2,115.41,0,230.82,158.43,72.39,Debit Card,Completed,Next Day,1,No,Not Returned,Grace Harris,Not Avl,5,75,230.82,IN Stock,230.82,2022,100
T02002643,O0102643,C00957,Emma King,53,Female,Small Business,09-01-2022 00:00,0.51474537,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P013,Desk Lamp,Furniture,Lighting,2,71.59,0,143.18,88.71,54.46,Credit Card,Completed,Pickup,0,No,Not Returned,David Walker,Not Avl,4,70,143.18,IN Stock,143.18,2022,100
T02012039,O0112039,C00709,Evelyn Allen,28,Male,Returning Customer,12-12-2024 00:00,0.451655093,Online,LON-01,London City,United Kingdom,England,London,P023,Portable Heater,Appliances,Climate,1,99.77,20,79.82,70.56,9.26,Credit Card,Cancelled,Standard,7,No,Not Returned,Michael Clark,BLACKFRIDAY25,0,79,99.77,IN Stock,63.856,2024,80
T02005468,O0102734,C02324,Alexander Smith,56,Female,Consumer,07-03-2024 00:00,0.726018519,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P020,Presentation Kit,Office Supplies,Presentation,5,90.66,0,453.32,306.49,146.83,Debit Card,Shipped,Standard,6,No,Not Returned,Henry White,Not Avl,4,60,453.3,IN Stock,453.32,2024,100
T02004979,O0104979,C00674,Amelia King,37,Female,Premium,23-02-2023 00:00,0.231851852,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P016,Laser Toner,Office Supplies,Consumables,1,123.69,15,105.13,96.78,8.36,Bank Transfer,Returned,Standard,5,Yes,Changed Mind,Michael Clark,Not Avl,0,42,123.69,IN Stock,89.3605,2023,85
T02002229,O0101114,C02897,Jack Hall,37,Male,Consumer,19-05-2023 00:00,0.745740741,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P013,Desk Lamp,Furniture,Lighting,1,69.16,10,62.24,42.5,19.74,Debit Card,Completed,Standard,4,No,Not Returned,Liam Davis,Not Avl,0,95,69.16,IN Stock,56.016,2023,90
T02001142,O0101142,C01011,Hannah Clark,43,Male,Returning Customer,17-12-2024 00:00,0.971145833,Online,LON-01,London City,United Kingdom,England,London,P006,Precision Mouse,Electronics,Accessories,2,36.81,20,58.9,46.47,12.44,Credit Card,Shipped,Pickup,0,No,Not Returned,Liam Davis,Not Avl,5,125,73.62,IN Stock,47.12,2024,80
T02013375,O0113375,C03226,Ava Davis,48,Male,Small Business,29-09-2023 00:00,0.399386574,B2B Portal,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P009,Office Chair Pro,Furniture,Office Furniture,1,429.17,0,429.17,330.71,98.46,Credit Card,Completed,Pickup,0,No,Not Returned,Grace Harris,BLACKFRIDAY25,4,19,429.17,IN Stock,429.17,2023,100
T02017056,O0117056,C00693,David Jackson,23,Female,Returning Customer,06-02-2023 00:00,0.685983796,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P014,Filing Cabinet,Furniture,Storage,1,255.48,0,255.48,182.11,73.37,Bank Transfer,Completed,Pickup,0,No,Not Returned,Daniel Miller,MOM15,5,56,255.48,IN Stock,255.48,2023,100
T02016438,O0116438,C00061,Benjamin Moore,22,Female,Consumer,26-10-2025 00:00,0.872951389,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P012,Ergo Footrest,Furniture,Office Furniture,1,80.92,0,80.92,51.84,29.07,Debit Card,completed,Standard,5,No,Not Returned,Michael Clark,Not Avl,2,75,80.92,IN Stock,80.92,2025,100
T02011365,O0111365,C04358,Alexander Scott,23,Female,New Customer,01-02-2022 00:00,0.593946759,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P017,Copy Paper Box,Office Supplies,Paper,1,41.7,0,41.7,33.82,7.88,Debit Card,Completed,Pickup,0,No,Not Returned,James Anderson,BACK2WORK,4,52,41.7,IN Stock,41.7,2022,100
T02007791,O0107791,C02287,Grace Green,35,Male,Consumer,30-05-2023 00:00,0.837060185,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P006,Precision Mouse,Electronics,Accessories,2,36.56,0,73.11,46.59,26.52,Cash,Shipped,Pickup,0,No,Not Returned,Amelia Jackson,HALLOWEEN15,4,84,73.12,IN Stock,73.11,2023,100
T02014792,O0114792,C01610,Daniel Adams,37,Female,Consumer,14-06-2024 00:00,0.672037037,Retail Store,AUS-01,Austin Business,United States,South,Austin,P005,Office Keyboard,Electronics,Accessories,2,60.33,0,120.66,81.97,38.69,PayPal,Shipped,Standard,6,No,Not Returned,Ella Lewis,Not Avl,1,71,120.66,IN Stock,120.66,2024,100
T02013341,O0113341,C00387,Benjamin Anderson,50,Female,Consumer,29-03-2024 00:00,0.616180556,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P023,Portable Heater,Appliances,Climate,1,98.73,5,93.79,69.69,24.1,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,VALENTINE20,0,73,98.73,IN Stock,89.1005,2024,95
T02005310,O0105310,C04086,Samuel Miller,41,Female,Consumer,20-04-2023 00:00,0.766064815,Phone Order,NYC-01,New York Central,United States,Northeast,New York,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,499.03,10,449.13,403.8,45.33,Debit Card,Completed,Standard,5,No,Not Returned,Amelia Jackson,Not Avl,4,60,499.03,IN Stock,404.217,2023,90
T02007250,O0107250,C04533,Freya Johnson,37,Female,Consumer,01-06-2022 00:00,0.758668981,Online,NYC-01,New York Central,United States,Northeast,New York,P012,Ergo Footrest,Furniture,Office Furniture,1,81.63,0,81.63,50.23,31.4,Bank Transfer,Completed,Standard,5,No,Not Returned,Michael Clark,BACK2WORK,2,83,81.63,IN Stock,81.63,2022,100
T02014477,O0114477,C04989,Henry Lewis,24,Male,Returning Customer,20-03-2023 00:00,0.958738426,Online,NYC-01,New York Central,United States,Northeast,New York,P010,Standing Desk,Furniture,Office Furniture,2,728.07,0,1456.14,1106.71,349.42,Apple Pay,Completed,Pickup,0,No,Not Returned,Liam Davis,Not Avl,0,50,1456.14,IN Stock,1456.14,2023,100
T02010526,O0110526,C04974,Alexander Anderson,58,Male,Consumer,09-09-2023 00:00,0.668831019,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P013,Desk Lamp,Furniture,Lighting,3,66.26,0,198.79,115.9,82.88,Credit Card,Completed,Standard,8,No,Not Returned,Daniel Miller,Not Avl,5,110,198.78,IN Stock,198.79,2023,100
T02011807,O0111807,C01366,Ella Baker,38,Male,Returning Customer,20-11-2025 00:00,0.890787037,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P024,Desk Fan,Appliances,Climate,1,67.46,15,57.34,44.75,12.59,Credit Card,Cancelled,Standard,6,No,Not Returned,Ella Lewis,Not Avl,2,60,67.46,IN Stock,48.739,2025,85
T02008431,O0104215,C05435,Aria King,39,Female,Small Business,21-11-2025 00:00,0.709375,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P027,Security Camera,Electronics,Cameras,3,159.54,15,406.83,351.17,55.66,Debit Card,Completed,Standard,4,No,Not Returned,Mia Taylor,BLACKFRIDAY25,0,79,478.62,IN Stock,345.8055,2025,85
T02013225,O0113225,C05215,Sophia Thomas,48,Male,Corporate,13-12-2024 00:00,0.496226852,Online,AUS-01,Austin Business,United States,South,Austin,P024,Desk Fan,Appliances,Climate,2,66.57,15,113.17,90.93,22.25,Bank Transfer,Completed,Standard,2,No,Not Returned,Henry White,HOLIDAY20,3,73,133.14,IN Stock,96.1945,2024,85
T02012452,O0106226,C01363,Emily Smith,55,Male,Consumer,30-08-2023 00:00,0.55900463,Retail Store,TOR-01,Toronto Central,Canada,Ontario,Toronto,P016,Laser Toner,Office Supplies,Consumables,1,118.6,0,118.6,91.08,27.52,Credit Card,Returned,Pickup,0,Yes,Changed Mind,Lucas Moore,VALENTINE20,3,58,118.6,IN Stock,118.6,2023,100
T02013890,O0113890,C04627,Mia Nelson,47,Female,Consumer,22-11-2025 00:00,0.745046296,Online,AUS-01,Austin Business,United States,South,Austin,P019,Notebook Pack,Office Supplies,Paper,3,30.47,25,68.55,55.5,13.06,Debit Card,Shipped,Express,3,No,Not Returned,Grace Harris,BLACKFRIDAY25,5,83,91.41,IN Stock,51.4125,2025,75
T02010520,O0110520,C02945,Ava Thompson,66,Male,Consumer,16-06-2022 00:00,0.7,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P007,NoiseCancel Headset,Electronics,Audio,4,144.45,0,577.8,403.9,173.91,Credit Card,Completed,Pickup,0,No,Not Returned,Olivia Martin,Not Avl,4,54,577.8,IN Stock,577.8,2022,100
T02002601,O0101300,C05023,Michael Green,38,Female,Consumer,16-02-2024 00:00,0.752534722,Online,LON-01,London City,United Kingdom,England,London,P026,Webcam HD,Electronics,Cameras,2,85.71,15,145.7,118.49,27.21,Debit Card,Completed,Express,2,No,Not Returned,Charlotte Thomas,HOLIDAY20,5,76,171.42,IN Stock,123.845,2024,85
T02004383,O0104383,C01822,Ella Williams,32,Male,Small Business,01-05-2025 00:00,0.096134259,Online,MAN-01,Manchester North,United Kingdom,England,Manchester,P003,EdgeTab 11 Tablet,Electronics,Tablets,5,509.07,0,2545.34,1974.58,570.76,Credit Card,Returned,Next Day,1,Yes,Defective,Noah Wilson,BACK2WORK,5,21,2545.35,IN Stock,2545.34,2025,100
T02012138,O0112138,C04417,Thomas Smith,26,Male,Consumer,16-11-2022 00:00,0.807974537,Online,LON-01,London City,United Kingdom,England,London,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,481.35,5,457.28,398.85,58.43,Debit Card,Completed,Express,1,No,Not Returned,Emma Carter,CORP5,4,79,481.35,IN Stock,434.416,2022,95
T02003121,O0103121,C01294,Theo King,43,Male,Premium,29-12-2024 00:00,0.593935185,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P012,Ergo Footrest,Furniture,Office Furniture,1,75.84,5,72.05,50.11,21.94,Apple Pay,Returned,Express,1,Yes,Late Delivery,Emma Carter,Not Avl,5,70,75.84,IN Stock,68.4475,2024,95
T02016645,O0108322,C04164,Noah Allen,44,Female,Consumer,06-06-2022 00:00,0.6646875,B2B Portal,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P017,Copy Paper Box,Office Supplies,Paper,1,45.75,10,41.17,38.04,3.13,Apple Pay,Completed,Standard,5,No,Not Returned,Noah Wilson,BACK2WORK,0,89,45.75,IN Stock,37.053,2022,90
T02003414,O0103414,C04963,Isla Wilson,29,Male,New Customer,19-09-2022 00:00,0.889884259,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P005,Office Keyboard,Electronics,Accessories,2,58.99,0,117.98,79.57,38.41,Cash,Returned,Standard,5,Yes,Defective,Grace Harris,HALLOWEEN15,4,0,117.98,Out of Stock,117.98,2022,100
T02016427,O0116427,C00871,Charlotte Smith,50,Male,Consumer,10-05-2024 00:00,0.580925926,Phone Order,NYC-01,New York Central,United States,Northeast,New York,P014,Filing Cabinet,Furniture,Storage,2,268.66,5,510.45,392.87,117.58,Credit Card,Processing,Standard,5,No,Not Returned,James Anderson,SAVE10,5,53,537.32,IN Stock,484.9275,2024,95
T02015401,O0115401,C04851,Lily Allen,29,Male,Consumer,08-06-2023 00:00,0.39275463,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P018,Premium Pens,Office Supplies,Writing,1,23.96,0,23.96,14.14,9.82,Credit Card,Completed,Next Day,1,No,Not Returned,Sophia Brown,Not Avl,3,48,23.96,IN Stock,23.96,2023,100
T02009025,O0109025,C01261,Lily Moore,32,Male,Consumer,07-03-2023 00:00,0.587314815,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P025,USB Power Hub,Electronics,Accessories,4,44.53,0,178.11,114.77,63.34,Debit Card,Completed,Standard,5,No,Not Returned,Henry White,Not Avl,4,81,178.12,IN Stock,178.11,2023,100
T02003834,O0103834,C04228,Noah Miller,42,Female,Consumer,07-09-2024 00:00,0.638564815,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P017,Copy Paper Box,Office Supplies,Paper,2,44.16,15,75.07,70.14,4.93,PayPal,Completed,Pickup,0,No,Not Returned,Lucas Moore,BACK2WORK,5,105,88.32,IN Stock,63.8095,2024,85
T02001609,O0101609,C01710,David White,37,Female,Returning Customer,31-08-2023 00:00,0.412164352,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P018,Premium Pens,Office Supplies,Writing,1,25.19,0,25.19,13.91,11.28,Credit Card,Processing,Standard,3,No,Not Returned,James Anderson,MOM15,3,47,25.19,IN Stock,25.19,2023,100
T02016002,O0116002,C02866,Michael Wright,29,Female,Corporate,17-10-2024 00:00,0.604340278,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P018,Premium Pens,Office Supplies,Writing,1,23.74,15,20.18,13.44,6.74,Apple Pay,Completed,Standard,4,No,Not Returned,Lucas Moore,SAVE10,5,93,23.74,IN Stock,17.153,2024,85
T02012949,O0112949,C01986,Amelia Walker,47,Male,Consumer,21-11-2023 00:00,0.911203704,Online,LON-01,London City,United Kingdom,England,London,P018,Premium Pens,Office Supplies,Writing,2,24.45,5,46.46,29.38,17.08,Credit Card,Completed,Next Day,1,No,Not Returned,Noah Wilson,BLACKFRIDAY25,4,66,48.9,IN Stock,44.137,2023,95
T02010619,O0110619,C03043,Samuel Martin,24,Male,New Customer,16-09-2022 00:00,0.592349537,Phone Order,CHI-01,Chicago Loop,United States,Midwest,Chicago,P019,Notebook Pack,Office Supplies,Paper,2,27.95,5,53.11,37.2,15.91,Debit Card,Completed,Standard,3,No,Not Returned,Daniel Miller,Not Avl,5,39,55.9,IN Stock,50.4545,2022,95
T02013166,O0113166,C04705,Ella Adams,37,Female,Consumer,08-01-2023 00:00,0.358275463,Retail Store,LON-01,London City,United Kingdom,England,London,P022,Air Purifier,Appliances,Home Office,3,325.77,0,977.32,695.64,281.68,Credit Card,Completed,Pickup,0,No,Not Returned,Liam Davis,Not Avl,4,48,977.31,IN Stock,977.32,2023,100
T02013823,O0113823,C01851,Henry Jackson,43,Female,Consumer,07-07-2022 00:00,0.45130787,Retail Store,PAR-01,Paris Central,France,Île-de-France,Paris,P018,Premium Pens,Office Supplies,Writing,1,22.59,5,21.46,12.8,8.66,Apple Pay,Completed,Pickup,0,No,Not Returned,Michael Clark,Not Avl,0,95,22.59,IN Stock,20.387,2022,95
T02012869,O0106434,C03310,Grace Martin,34,Male,Small Business,21-03-2025 00:00,0.819270833,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P023,Portable Heater,Appliances,Climate,1,105.96,10,95.37,76.41,18.96,Credit Card,Completed,Pickup,0,No,Not Returned,Michael Clark,Not Avl,4,48,105.96,IN Stock,85.833,2025,90
T02005532,O0105532,C03380,Liam Jones,25,Male,Consumer,04-09-2024 00:00,0.751342593,Online,NYC-01,New York Central,United States,Northeast,New York,P027,Security Camera,Electronics,Cameras,1,158.18,0,158.18,117.64,40.54,Bank Transfer,Completed,Pickup,0,No,Not Returned,David Walker,Not Avl,0,72,158.18,IN Stock,158.18,2024,100
T02016937,O0116937,C05283,Alexander Adams,26,Male,Small Business,21-04-2025 00:00,0.735416667,Online,AUS-01,Austin Business,United States,South,Austin,P016,Laser Toner,Office Supplies,Consumables,1,122.64,0,122.64,94.55,28.09,PayPal,Completed,Standard,5,No,Not Returned,Emma Carter,Not Avl,4,82,122.64,IN Stock,122.64,2025,100
T02001648,O0101648,C05161,Olivia Williams,33,Male,New Customer,20-09-2022 00:00,0.425335648,Phone Order,NYC-01,New York Central,United States,Northeast,New York,P022,Air Purifier,Appliances,Home Office,2,326.9,0,653.8,480.2,173.6,Apple Pay,Completed,Standard,4,No,Not Returned,Grace Harris,BLACKFRIDAY25,5,90,653.8,IN Stock,653.8,2022,100
T02006795,O0106795,C05143,Isla Young,52,Other,Corporate,07-07-2023 00:00,0.709074074,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P018,Premium Pens,Office Supplies,Writing,2,23.04,5,43.78,27.15,16.63,Apple Pay,Completed,Standard,2,No,Not Returned,Liam Davis,VALENTINE20,4,113,46.08,IN Stock,41.591,2023,95
T02005211,O0105211,C00706,Charlotte Moore,35,Male,New Customer,04-08-2022 00:00,0.657905093,B2B Portal,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P020,Presentation Kit,Office Supplies,Presentation,8,84.34,5,640.98,449.45,191.53,Apple Pay,Completed,Pickup,0,No,Not Returned,Amelia Jackson,Not Avl,3,60,674.72,IN Stock,608.931,2022,95
T02010052,O0110052,C03814,Lily Thomas,39,Female,Consumer,12-09-2025 00:00,0.788761574,Online,NYC-01,New York Central,United States,North East,New York,P028,Backup Drive 2TB,Electronics,Storage,3,135.21,0,405.64,294.83,110.81,Credit Card,Completed,Standard,6,No,Not Returned,Liam Davis,Not Avl,5,29,405.63,IN Stock,405.64,2025,100
T02002016,O0102016,C01780,William Smith,54,Female,New Customer,21-08-2022 00:00,0.699363426,B2B Portal,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P014,Filing Cabinet,Furniture,Storage,8,244.43,0,1955.43,1388.47,566.97,Apple Pay,Completed,Next Day,2,No,Not Returned,Olivia Martin,Not Avl,5,31,1955.44,IN Stock,1955.43,2022,100
T02000063,O0100063,C03720,Jack Wright,30,Male,New Customer,28-12-2022 00:00,0.661377315,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P021,Coffee Machine,Appliances,Kitchen,1,225.02,15,191.27,169.51,21.76,Debit Card,Completed,Pickup,0,No,Not Returned,Sophia Brown,Not Avl,4,92,225.02,IN Stock,162.5795,2022,85
T02009061,O0109061,C01444,Benjamin Johnson,46,Female,Returning Customer,25-05-2023 00:00,0.5215625,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P008,SmartDock USB-C,Electronics,Accessories,1,119.44,10,107.49,84.36,23.13,Credit Card,Completed,Express,1,No,Not Returned,Henry White,Not Avl,0,95,119.44,IN Stock,96.741,2023,90
T02003794,O0103794,C02441,Olivia Martin,36,Female,Consumer,31-10-2025 00:00,0.704618056,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P026,Webcam HD,Electronics,Cameras,1,88.92,0,88.92,62.68,26.24,Bank Transfer,Shipped,Pickup,0,No,Not Returned,Lucas Moore,Not Avl,3,108,88.92,IN Stock,88.92,2025,100
T02008870,O0108870,C03283,Aria Williams,28,Female,Consumer,22-05-2025 00:00,0.535925926,B2B Portal,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P005,Office Keyboard,Electronics,Accessories,1,57.57,5,54.69,37.3,17.39,Debit Card,Completed,Express,3,No,Not Returned,Charlotte Thomas,Not Avl,4,65,57.57,IN Stock,51.9555,2025,95
T02005977,O0102988,C02068,Amelia Brown,26,Female,New Customer,16-11-2022 00:00,0.605601852,B2B Portal,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P002,ProBook 16 Laptop,Electronics,Laptops,1,1308.51,25,981.38,1006.72,-25.34,Debit Card,Cancelled,Express,3,No,Not Returned,Michael Clark,SPRING15,4,70,1308.51,IN Stock,736.035,2022,75
T02012788,O0106394,C04217,Charlotte Taylor,49,Male,Corporate,08-04-2024 00:00,0.983055556,Online,LON-01,London City,United Kingdom,England,London,P026,Webcam HD,Electronics,Cameras,2,92.99,5,176.68,129.96,46.72,Credit Card,Returned,Standard,5,Yes,Wrong Item,Charlotte Thomas,Not Avl,3,46,185.98,IN Stock,167.846,2024,95
T02016871,O0108435,C00082,David Johnson,48,Female,Premium,22-02-2023 00:00,0.514189815,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P016,Laser Toner,Office Supplies,Consumables,2,121.34,5,230.55,193.74,36.8,Credit Card,Completed,Standard,5,No,Not Returned,Ella Lewis,SUMMER10,0,61,242.68,IN Stock,219.0225,2023,95
T02000122,O0100122,C02876,Nora Hall,42,Male,Consumer,12-07-2025 00:00,0.561145833,Online,LON-01,London City,United Kingdom,England,London,P023,Portable Heater,Appliances,Climate,1,97.79,0,97.79,71.66,26.13,Credit Card,Completed,Standard,6,No,Not Returned,Lucas Moore,Not Avl,3,83,97.79,IN Stock,97.79,2025,100
T02000788,O0100788,C02613,Alexander Harris,30,Male,Premium,31-12-2023 00:00,0.582384259,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P020,Presentation Kit,Office Supplies,Presentation,3,91.88,10,248.07,177.56,70.5,Debit Card,Completed,Standard,5,No,Not Returned,Olivia Martin,Not Avl,4,62,275.64,IN Stock,223.263,2023,90
T02004453,O0104453,C00750,Mia Lewis,47,Male,Consumer,14-07-2024 00:00,0.547743056,Phone Order,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P006,Precision Mouse,Electronics,Accessories,1,41.61,0,41.61,26.34,15.27,Credit Card,Completed,Standard,3,No,Not Returned,Noah Wilson,CORP5,5,54,41.61,IN Stock,41.61,2024,100
T02008212,O0108212,C03813,Daniel White,25,Male,Corporate,30-11-2025 00:00,0.78431713,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P024,Desk Fan,Appliances,Climate,1,67.69,15,57.54,45.68,11.85,Credit Card,Completed,Standard,3,No,Not Returned,Amelia Jackson,SUMMER10,4,76,67.69,IN Stock,48.909,2025,85
T02000844,O0100844,C05270,Emily Wright,44,Male,Returning Customer,28-11-2025 00:00,0.542731481,Retail Store,AUS-01,Austin Business,United States,South,Austin,P027,Security Camera,Electronics,Cameras,2,154.97,10,278.94,221.71,57.24,Debit Card,Shipped,Pickup,0,No,Not Returned,Sophia Brown,HALLOWEEN15,4,48,309.94,IN Stock,251.046,2025,90
T02000458,O0100229,C02637,George Brown,33,Female,Returning Customer,19-04-2025 00:00,0.690381944,Phone Order,MAN-01,Manchester North,United Kingdom,England,Manchester,P006,Precision Mouse,Electronics,Accessories,3,39.23,15,100.05,73.78,26.27,Cash,Completed,Standard,3,No,Not Returned,Olivia Martin,BLACKFRIDAY25,0,16,117.69,IN Stock,85.0425,2025,85
T02004045,O0104045,C04893,Lily Martin,44,Male,Small Business,29-08-2023 00:00,0.644722222,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P009,Office Chair Pro,Furniture,Office Furniture,2,457.29,5,868.84,671.97,196.87,Credit Card,Completed,Pickup,0,No,Not Returned,Amelia Jackson,BLACKFRIDAY25,4,81,914.58,IN Stock,825.398,2023,95
T02010645,O0110645,C02077,George Jones,58,Female,Returning Customer,03-02-2022 00:00,0.641087963,Retail Store,LON-01,London City,United Kingdom,England,London,P018,Premium Pens,Office Supplies,Writing,1,23.52,15,19.99,13.01,6.98,Apple Pay,Completed,Pickup,0,No,Not Returned,Liam Davis,Not Avl,4,45,23.52,IN Stock,16.9915,2022,85
T02000115,O0100115,C04575,Charlotte Harris,48,Male,Small Business,17-02-2025 00:00,0.790451389,Retail Store,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P010,Standing Desk,Furniture,Office Furniture,2,703.95,15,1196.72,1046.58,150.13,Credit Card,Shipped,Pickup,0,No,Not Returned,Amelia Jackson,CORP5,3,57,1407.9,IN Stock,1017.212,2025,85
T02010912,O0110912,C04967,Thomas Wright,37,Male,Small Business,11-05-2025 00:00,0.564872685,Retail Store,PAR-01,Paris Central,France,Île-de-France,Paris,P006,Precision Mouse,Electronics,Accessories,2,41.48,5,78.82,54.58,24.23,Apple Pay,Processing,Standard,3,No,Not Returned,Emma Carter,Not Avl,4,58,82.96,IN Stock,74.879,2025,95
T02003402,O0103402,C01790,Freya Williams,56,Male,Small Business,06-12-2022 00:00,0.746979167,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P002,ProBook 16 Laptop,Electronics,Laptops,4,1314.69,15,4469.95,4093,376.95,Apple Pay,Completed,Express,1,No,Not Returned,Mia Taylor,VALENTINE20,5,46,5258.76,IN Stock,3799.4575,2022,85
T02004512,O0104512,C04819,Lily Johnson,26,Other,Consumer,14-08-2025 00:00,0.125034722,Online,LON-01,London City,United Kingdom,England,London,P014,Filing Cabinet,Furniture,Storage,2,255.89,5,486.19,355.6,130.59,Apple Pay,Shipped,Standard,6,No,Not Returned,Noah Wilson,HALLOWEEN15,3,70,511.78,IN Stock,461.8805,2025,95
T02010386,O0105193,C03130,Arthur King,38,Male,Corporate,30-07-2025 00:00,0.076296296,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P009,Office Chair Pro,Furniture,Office Furniture,1,463.94,10,417.54,326.9,90.64,Debit Card,Completed,Pickup,0,No,Not Returned,Olivia Martin,Not Avl,1,67,463.94,IN Stock,375.786,2025,90
T02014789,O0107394,C02250,Arthur Thompson,38,Female,New Customer,13-07-2022 00:00,0.504155093,Retail Store,TOR-01,Toronto Central,Canada,Ontario,Toronto,P019,Notebook Pack,Office Supplies,Paper,5,28.14,0,140.69,88.17,52.52,Debit Card,Shipped,Pickup,0,No,Not Returned,Olivia Martin,VALENTINE20,5,75,140.7,IN Stock,140.69,2022,100
T02017332,O0117332,C02077,George Jones,58,Female,New Customer,27-11-2022 00:00,0.759976852,Online,LON-01,London City,United Kingdom,England,London,P013,Desk Lamp,Furniture,Lighting,1,68.45,10,61.6,41.97,19.64,Debit Card,Completed,Standard,4,No,Not Returned,Noah Wilson,Not Avl,5,59,68.45,IN Stock,55.44,2022,90
T02015973,O0115973,C04360,Sophie Nelson,33,Female,Corporate,21-10-2022 00:00,0.595844907,B2B Portal,NYC-01,New York Central,United States,Northeast,New York,P001,AeroBook 14 Laptop,Electronics,Laptops,2,859.85,10,1547.73,1315.47,232.26,Credit Card,Shipped,Standard,4,No,Not Returned,Grace Harris,MOM15,4,90,1719.7,IN Stock,1392.957,2022,90
T02017010,O0108505,C02346,Ava Young,52,Female,Consumer,11-03-2024 00:00,0.675891204,Phone Order,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P013,Desk Lamp,Furniture,Lighting,3,67.48,15,172.07,122.31,49.75,PayPal,Completed,Express,1,No,Not Returned,Liam Davis,SUMMER10,0,51,202.44,IN Stock,146.2595,2024,85
T02001922,O0101922,C05490,Lucas Young,70,Male,Consumer,18-08-2022 00:00,0.61587963,Retail Store,MAN-01,Manchester North,United Kingdom,England,Manchester,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,511.27,0,511.27,424.08,87.18,Debit Card,Shipped,Pickup,0,No,Not Returned,Liam Davis,Not Avl,5,116,511.27,IN Stock,511.27,2022,100
T02003717,O0103717,C00418,Jack Jones,32,Male,Small Business,23-06-2024 00:00,0.755439815,Online,LON-01,London City,United Kingdom,England,London,P009,Office Chair Pro,Furniture,Office Furniture,1,460.58,0,460.58,310.55,150.03,Debit Card,Completed,Standard,5,No,Not Returned,Olivia Martin,Not Avl,4,110,460.58,IN Stock,460.58,2024,100
